yr;regionos;aaidx3c;aaidx5c_loc;aampwr;aalpwr;impdec;impelec;trustfedgov;truststgov;trustcitygov;eval_presfpv3;eval_preffpv3;eval_govfpv3;age_std;educ_std;tid_rel_std;inchhpc_std;gender2;ptyidPT;ptyvpres3;region
2013;NE;Status Quo;Status Quo;No one;No one;Local Government;Federal Government;2.0;1.0;3.0;3.0;3.0;1.0;-0.992719342869914;1.598944675892802;-0.0196621934150469;0.2386535294480858;1;0;PSDB/DEM;NE
2013;NE;Decentralist;Localist;Major;President;State Government;State Government;0.0;3.0;3.0;2.0;1.0;3.0;-1.626322789270225;0.8170939195446204;-0.0196621934150469;-0.0099649406148857;0;0;PT/Lula;NE
2013;NE;Status Quo;Status Quo;No one;No one;State Government;Federal Government;3.0;1.0;3.0;3.0;3.0;1.0;-1.3728814107101006;0.8170939195446204;-0.0196621934150469;-0.0928377639692095;0;0;PT/Lula;NE
2013;NE;;;Major;;Federal Government;Federal Government;2.0;2.0;2.0;3.0;3.0;3.0;0.844730651690988;-0.7466075931517427;-0.0196621934150469;-0.5652128570888554;1;0;PT/Lula;NE
2013;NE;Status Quo;Status Quo;No one;No one;Federal Government;Federal Government;1.0;1.0;2.0;3.0;1.0;1.0;0.0210461713705836;0.0352431631964388;-0.0196621934150469;-0.6425580631254458;1;1;PT/Lula;NE
2013;NE;;;All;No one;All Levels;All Levels;0.0;0.0;0.0;1.0;1.0;1.0;1.9218565105715169;0.8170939195446204;-0.0196621934150469;5.501077812447649;1;0;;NE
2013;NE;Status Quo;Status Quo;No one;No one;Local Government;Local Government;1.0;1.0;1.0;1.0;3.0;1.0;-0.6125572750297273;0.0352431631964388;-0.0196621934150469;-0.4558207302611479;1;0;;NE
2013;NE;Centralist;Centralist;President;Major;Local Government;Local Government;3.0;2.0;3.0;3.0;2.0;2.0;-0.422476241109634;0.0352431631964388;-0.0196621934150469;0.1143442944166;0;1;PT/Lula;NE
2013;NE;Status Quo;Status Quo;No one;No one;State Government;Federal Government;1.0;0.0;0.0;3.0;2.0;2.0;-1.689683133910256;0.0352431631964388;-2.4970985637109604;-0.64714093025694;0;1;;NE
2013;NE;;;President and Governor;No one;Federal Government;Federal Government;3.0;0.0;1.0;3.0;2.0;3.0;1.0981720302511124;-0.7466075931517427;-0.0196621934150469;0.1143442944166;1;0;PT/Lula;NE
2013;NE;;;No one;Major;Federal Government;Federal Government;3.0;1.0;0.0;3.0;1.0;1.0;-0.2957555518295718;0.8170939195446204;-1.2583803785630037;-0.4657654690636668;1;0;PT/Lula;NE
2013;NE;Status Quo;Status Quo;No one;No one;All Levels;Federal Government;3.0;1.0;1.0;3.0;;1.0;1.0981720302511124;1.598944675892802;-1.2583803785630037;;1;0;PT/Lula;NE
2013;NO;Decentralist;Regionalist;Governor;No one;Local Government;Federal Government;2.0;2.0;3.0;2.0;3.0;3.0;-1.626322789270225;0.8170939195446204;1.2190559917329098;1.150254586345648;0;0;;NO
2013;NO;Decentralist;Localist;Major;President;Local Government;Local Government;1.0;2.0;3.0;2.0;3.0;3.0;0.6546496177708947;0.8170939195446204;-0.0196621934150469;-0.3276413343790152;0;0;PT/Lula;NO
2013;NO;Decentralist;Localist;Major;No one;Local Government;Local Government;2.0;2.0;2.0;2.0;2.0;1.0;-1.3095210660700696;0.8170939195446204;-0.0196621934150469;-0.1618956876703676;0;0;PT/Lula;NO
2013;NO;Status Quo;Status Quo;No one;No one;Local Government;Federal Government;1.0;2.0;2.0;1.0;3.0;3.0;0.1477668606506458;1.598944675892802;-0.0196621934150469;-0.0928377639692095;0;0;PSDB/DEM;NO
2013;NO;Status Quo;Status Quo;No one;No one;Local Government;All Levels;1.0;3.0;3.0;1.0;3.0;3.0;-1.3728814107101006;-0.7466075931517427;-0.0196621934150469;-0.4657654690636668;1;0;;NO
2013;NO;Decentralist;Regionalist;Governor;Major;Federal Government;Federal Government;1.0;2.0;3.0;2.0;2.0;3.0;-1.626322789270225;0.0352431631964388;-0.0196621934150469;-0.6315111157723144;1;0;;NO
2013;NO;Decentralist;Localist;Major;No one;Local Government;Local Government;3.0;2.0;3.0;1.0;1.0;1.0;2.11193754449161;-0.7466075931517427;-0.0196621934150469;-0.4933869810876629;1;1;;NO
2013;NO;Decentralist;Localist;Major;President;Local Government;Local Government;2.0;2.0;3.0;2.0;3.0;3.0;0.1477668606506458;1.598944675892802;-0.0196621934150469;1.7718007615030769;0;0;PSDB/DEM;NO
2013;NO;Decentralist;Regionalist;Governor;President;Local Government;State Government;1.0;1.0;1.0;2.0;2.0;1.0;-1.2461607214300383;0.8170939195446204;-0.0196621934150469;-0.5270913583458664;1;0;PT/Lula;NO
2013;NO;Decentralist;Localist;Major;Governor;Federal Government;Federal Government;3.0;1.0;1.0;2.0;1.0;1.0;1.5416944427313302;-0.7466075931517427;1.2190559917329098;-0.3828926457093429;0;0;PT/Lula;NO
2013;NO;Status Quo;Status Quo;No one;No one;Local Government;Local Government;1.0;3.0;1.0;3.0;2.0;2.0;-1.2461607214300383;0.8170939195446204;-0.0196621934150469;-0.1618956876703676;1;0;;NO
2013;NO;;;No one;Governor;Federal Government;Federal Government;3.0;2.0;3.0;3.0;2.0;3.0;-0.1690348625495096;0.8170939195446204;-0.0196621934150469;-0.5486382924179906;1;0;PT/Lula;NO
2013;NO;Centralist;Centralist;President;Governor;All Levels;Local Government;1.0;0.0;2.0;2.0;2.0;1.0;-0.3591158964696029;0.8170939195446204;-0.0196621934150469;-0.3000198223550191;0;0;PT/Lula;NO
2013;NO;;;All;No one;Federal Government;Federal Government;3.0;3.0;3.0;3.0;3.0;1.0;0.0210461713705836;0.8170939195446204;2.4577741768808665;-0.4243290573865048;0;0;PT/Lula;NO
2013;NO;Decentralist;Regionalist;Governor;Major;Federal Government;Federal Government;3.0;3.0;0.0;3.0;1.0;3.0;-0.2323952071895407;0.8170939195446204;-0.0196621934150469;-0.4326163397219372;1;0;PT/Lula;NO
2013;NO;Centralist;Centralist;President;Major;State Government;Federal Government;3.0;3.0;0.0;3.0;1.0;3.0;0.2111272052906769;-1.5284583494999244;-1.2583803785630037;-0.3828926457093429;1;1;PT/Lula;NO
2013;NO;Decentralist;Localist;Major;No one;State Government;Federal Government;1.0;1.0;3.0;3.0;1.0;2.0;-1.4362417553501317;-0.7466075931517427;1.2190559917329098;-0.4554063661443763;1;0;PSDB/DEM;NO
2013;NO;Centralist;Centralist;President;Major;State Government;Federal Government;1.0;1.0;1.0;3.0;1.0;3.0;-1.1828003767900073;0.0352431631964388;-1.2583803785630037;-0.1618956876703676;0;0;PSDB/DEM;NO
2013;NO;;;;No one;;Federal Government;2.0;2.0;3.0;2.0;3.0;3.0;0.3378478945707391;-0.7466075931517427;-0.0196621934150469;-0.4776079955209997;1;0;PT/Lula;NO
2013;NO;;;No one;Major;Local Government;Federal Government;0.0;0.0;0.0;2.0;1.0;1.0;-0.992719342869914;0.8170939195446204;-0.0196621934150469;-0.3000198223550191;1;1;PT/Lula;NO
2013;NO;Status Quo;Status Quo;No one;No one;State Government;State Government;3.0;3.0;3.0;2.0;3.0;3.0;-0.992719342869914;0.8170939195446204;-0.0196621934150469;-0.2171469990006952;1;0;PT/Lula;NO
2013;NO;;;No one;Governor;Federal Government;Federal Government;2.0;1.0;2.0;3.0;2.0;2.0;-1.3728814107101006;0.8170939195446204;-0.0196621934150469;0.1695956057469278;0;0;;NO
2013;NO;Decentralist;Regionalist;Governor;President;All Levels;Federal Government;0.0;1.0;0.0;2.0;2.0;2.0;-0.422476241109634;0.0352431631964388;1.2190559917329098;-0.5486382924179906;1;0;;NO
2013;NO;;;No one;Major;Federal Government;Federal Government;3.0;3.0;1.0;2.0;2.0;3.0;-0.422476241109634;0.8170939195446204;-0.0196621934150469;-0.6480856804431792;1;1;PT/Lula;NO
2013;NO;Decentralist;Regionalist;Governor;No one;State Government;Local Government;2.0;3.0;2.0;2.0;1.0;2.0;2.175297889131641;-1.5284583494999244;-0.0196621934150469;-0.4243290573865048;1;0;PT/Lula;NO
2013;NO;;;;;Local Government;State Government;0.0;0.0;0.0;3.0;3.0;2.0;1.0981720302511124;-0.7466075931517427;-1.2583803785630037;;0;0;Others;NO
2013;NO;;;Major;;Local Government;Local Government;1.0;0.0;0.0;2.0;2.0;1.0;1.6050547873713612;-1.5284583494999244;-0.0196621934150469;-0.7143839391266382;0;0;PT/Lula;NO
2013;NO;;;;;State Government;Federal Government;3.0;1.0;1.0;3.0;2.0;1.0;1.7317754766514235;-1.5284583494999244;2.4577741768808665;-0.4566494584946911;1;1;PT/Lula;NO
2013;NO;Status Quo;Status Quo;No one;No one;Federal Government;Federal Government;1.0;3.0;3.0;1.0;3.0;3.0;-0.2323952071895407;0.8170939195446204;-0.0196621934150469;-0.0928377639692095;1;1;PT/Lula;NO
2013;NO;Centralist;Centralist;President;Major;Federal Government;Federal Government;3.0;3.0;3.0;3.0;3.0;3.0;0.3378478945707391;-0.7466075931517427;-0.0196621934150469;-0.6315111157723144;1;0;PT/Lula;NO
2013;NO;Status Quo;Status Quo;No one;No one;Local Government;Federal Government;2.0;2.0;2.0;2.0;2.0;3.0;-0.6125572750297273;1.598944675892802;-0.0196621934150469;-0.3994672103802077;1;1;PT/Lula;NO
2013;NO;Status Quo;Status Quo;No one;No one;Federal Government;Federal Government;3.0;3.0;1.0;3.0;3.0;3.0;-1.0560796875099452;1.598944675892802;2.4577741768808665;0.611581234542543;0;0;Others;NO
2013;NO;;;President;;Federal Government;Federal Government;;;0.0;2.0;1.0;1.0;1.0348116856110814;-1.5284583494999244;2.4577741768808665;-0.5762598044419868;1;1;PT/Lula;NO
2013;NO;Decentralist;Regionalist;Governor;No one;State Government;State Government;2.0;1.0;2.0;2.0;2.0;2.0;-0.992719342869914;0.8170939195446204;-0.0196621934150469;-0.3000198223550191;0;0;PT/Lula;NO
2013;NO;Status Quo;Status Quo;No one;No one;Local Government;Federal Government;3.0;0.0;3.0;3.0;;1.0;-0.1690348625495096;0.8170939195446204;-0.0196621934150469;0.6668325458728708;1;0;PT/Lula;NO
2013;NO;Decentralist;Localist;Major;Governor;State Government;Federal Government;3.0;1.0;1.0;3.0;3.0;1.0;-0.1056745179094785;0.0352431631964388;1.2190559917329098;-0.5072018807408287;1;0;PT/Lula;NO
2013;NO;Status Quo;Status Quo;No one;No one;All Levels;All Levels;3.0;3.0;2.0;3.0;3.0;3.0;-1.3095210660700696;0.8170939195446204;-0.0196621934150469;0.611581234542543;0;1;PT/Lula;NO
2013;NO;;;No one;Major;State Government;State Government;3.0;3.0;3.0;2.0;2.0;3.0;-1.2461607214300383;0.0352431631964388;-0.0196621934150469;0.4251173819953144;0;1;PT/Lula;NO
2013;NO;Decentralist;Localist;Major;No one;Federal Government;Local Government;2.0;2.0;2.0;3.0;2.0;2.0;-1.4362417553501317;1.598944675892802;-0.0196621934150469;0.4458355878338954;1;0;;NO
2013;NO;Centralist;Centralist;President;Major;Federal Government;State Government;3.0;3.0;2.0;3.0;1.0;2.0;0.5912892731308635;-0.7466075931517427;1.2190559917329098;;1;0;PT/Lula;NO
2013;NO;;;No one;Governor;Local Government;State Government;2.0;1.0;2.0;2.0;2.0;2.0;-1.4362417553501317;0.8170939195446204;-0.0196621934150469;-0.3000198223550191;0;0;;NO
2013;NO;Decentralist;Regionalist;Governor;Major;Federal Government;All Levels;1.0;1.0;1.0;2.0;1.0;2.0;1.7317754766514235;-1.5284583494999244;-0.0196621934150469;-0.4381439570396706;1;0;PT/Lula;NO
2013;NO;Centralist;Centralist;President;No one;Federal Government;Federal Government;3.0;1.0;1.0;3.0;1.0;1.0;-0.6125572750297273;0.0352431631964388;2.4577741768808665;;1;0;;NO
2013;NO;Decentralist;Decentralist;Governor and Major;President;Federal Government;Federal Government;2.0;1.0;2.0;2.0;2.0;2.0;-0.422476241109634;1.598944675892802;-0.0196621934150469;;1;0;;NO
2013;NO;Decentralist;Localist;Major;No one;Federal Government;Federal Government;3.0;2.0;2.0;2.0;1.0;1.0;-1.1194400321499762;0.8170939195446204;-0.0196621934150469;-0.5762598044419868;1;0;PT/Lula;NO
2013;NO;;;No one;Governor;Federal Government;Federal Government;3.0;3.0;3.0;3.0;1.0;3.0;-1.2461607214300383;0.8170939195446204;2.4577741768808665;;1;0;;NO
2013;NO;Centralist;Centralist;President;No one;Federal Government;Federal Government;1.0;3.0;3.0;2.0;3.0;2.0;0.9080909963310192;0.0352431631964388;-0.0196621934150469;-0.5559808245671837;0;0;PSDB/DEM;NO
2013;BA;Decentralist;Localist;Major;President;Local Government;Local Government;0.0;0.0;1.0;1.0;;;0.6546496177708947;0.8170939195446204;-0.0196621934150469;;0;0;;NE
2013;BA;Decentralist;Localist;Major;President;Federal Government;Local Government;2.0;1.0;1.0;3.0;3.0;2.0;-0.6759176196697585;0.0352431631964388;-0.0196621934150469;-0.5693564982565715;1;0;PSDB/DEM;NE
2013;BA;Decentralist;Regionalist;Governor;Major;Federal Government;Federal Government;3.0;3.0;3.0;3.0;3.0;3.0;-0.992719342869914;0.8170939195446204;-0.0196621934150469;-0.5762598044419868;1;1;PT/Lula;NE
2013;BA;;;Governor;;Local Government;State Government;0.0;3.0;3.0;3.0;3.0;3.0;0.0210461713705836;-1.5284583494999244;-1.2583803785630037;-0.6107929099337335;1;0;PT/Lula;NE
2013;BA;Centralist;Centralist;President;Governor;Federal Government;Federal Government;3.0;0.0;0.0;3.0;1.0;2.0;-0.1690348625495096;-1.5284583494999244;1.2190559917329098;-0.5900747040951525;0;0;PT/Lula;NE
2013;BA;Centralist;Centralist;President;Major;State Government;State Government;1.0;1.0;1.0;1.0;1.0;3.0;-0.1690348625495096;-1.5284583494999244;-0.0196621934150469;-0.5486382924179906;0;0;PT/Lula;NE
2013;BA;Decentralist;Localist;Major;Governor;Local Government;Local Government;1.0;1.0;0.0;2.0;1.0;3.0;-0.992719342869914;0.8170939195446204;-0.0196621934150469;0.2800899411252477;1;0;PT/Lula;NE
2013;BA;;;No one;;All Levels;Federal Government;1.0;0.0;1.0;3.0;1.0;1.0;1.1615323748911437;-1.5284583494999244;-0.0196621934150469;;0;1;PSDB/DEM;NE
2013;BA;Centralist;Centralist;President;Governor;Local Government;Local Government;1.0;1.0;1.0;3.0;3.0;1.0;-0.4858365857496651;-0.7466075931517427;-0.0196621934150469;-0.3000198223550191;1;0;PT/Lula;NE
2013;BA;Decentralist;Localist;Major;Governor;Federal Government;Federal Government;3.0;3.0;2.0;3.0;2.0;2.0;1.7951358212914543;-1.5284583494999244;-1.2583803785630037;-0.5287488148129529;0;1;PT/Lula;NE
2013;BA;Status Quo;Status Quo;No one;No one;State Government;Federal Government;3.0;2.0;2.0;3.0;2.0;2.0;-0.4858365857496651;0.8170939195446204;-0.0196621934150469;1.7718007615030769;0;1;PT/Lula;NE
2013;BA;;;No one;Governor;Federal Government;Federal Government;3.0;1.0;1.0;1.0;1.0;1.0;2.175297889131641;0.0352431631964388;-0.0196621934150469;0.611581234542543;1;0;;NE
2013;BA;Centralist;Centralist;President;Major;State Government;Federal Government;3.0;3.0;3.0;2.0;2.0;1.0;1.1615323748911437;0.0352431631964388;-1.2583803785630037;-0.3828926457093429;1;0;PT/Lula;NE
2013;BA;Decentralist;Localist;Major;Governor;Federal Government;Federal Government;1.0;1.0;0.0;3.0;1.0;1.0;-0.1056745179094785;0.8170939195446204;-1.2583803785630037;-0.4657654690636668;0;1;PT/Lula;NE
2013;BA;Centralist;Centralist;President;No one;Local Government;Federal Government;3.0;1.0;3.0;3.0;2.0;2.0;0.3378478945707391;-1.5284583494999244;-1.2583803785630037;-0.2502961283424248;1;0;;NE
2013;BA;Decentralist;Regionalist;Governor;Major;State Government;State Government;2.0;2.0;1.0;3.0;2.0;1.0;-0.1056745179094785;-0.7466075931517427;-1.2583803785630037;-0.1618956876703676;1;1;PT/Lula;NE
2013;BA;;;No one;Governor;Federal Government;Local Government;1.0;1.0;3.0;3.0;2.0;3.0;0.9714513409710502;-1.5284583494999244;1.2190559917329098;;1;0;;NE
2013;BA;Decentralist;Localist;Major;Governor;Federal Government;Federal Government;0.0;0.0;1.0;2.0;2.0;1.0;-0.8026383089498207;0.0352431631964388;1.2190559917329098;-0.5486382924179906;1;0;Others;NE
2013;BA;;;All;No one;Federal Government;Federal Government;2.0;2.0;2.0;2.0;2.0;2.0;0.3378478945707391;0.0352431631964388;-0.0196621934150469;;1;0;PT/Lula;NE
2013;BA;Centralist;Centralist;President;Major;Federal Government;Federal Government;3.0;3.0;3.0;3.0;3.0;3.0;0.9080909963310192;-1.5284583494999244;1.2190559917329098;-0.5072018807408287;0;1;PT/Lula;NE
2013;BA;Centralist;Centralist;President;Major;Federal Government;Federal Government;3.0;3.0;1.0;2.0;;2.0;1.2882530641712058;-0.7466075931517427;-0.0196621934150469;;1;1;PT/Lula;NE
2013;BA;Status Quo;Status Quo;No one;No one;Federal Government;Federal Government;3.0;1.0;3.0;3.0;2.0;1.0;0.9714513409710502;0.8170939195446204;-0.0196621934150469;-0.5210167803939945;0;0;PT/Lula;NE
2013;BA;Status Quo;Status Quo;No one;No one;Federal Government;Federal Government;3.0;3.0;3.0;3.0;3.0;3.0;0.4012082392107703;-0.7466075931517427;2.4577741768808665;-0.5072018807408287;1;1;PT/Lula;NE
2013;BA;Decentralist;Regionalist;Governor;Major;Federal Government;Local Government;1.0;3.0;1.0;3.0;2.0;1.0;1.1615323748911437;-1.5284583494999244;-1.2583803785630037;-0.3000198223550191;1;0;PT/Lula;NE
2013;BA;Status Quo;Status Quo;No one;No one;Federal Government;Federal Government;3.0;3.0;2.0;;2.0;3.0;-1.499602099990163;0.8170939195446204;-1.2583803785630037;1.7718007615030769;0;1;PT/Lula;NE
2013;BA;Decentralist;Regionalist;Governor;Major;State Government;State Government;0.0;0.0;0.0;2.0;1.0;3.0;-0.8659986535898517;-0.7466075931517427;2.4577741768808665;-0.6591326277963107;0;1;PT/Lula;NE
2013;BA;;;President;;Federal Government;Federal Government;2.0;1.0;1.0;3.0;1.0;;0.9714513409710502;-1.5284583494999244;-0.0196621934150469;;1;0;PT/Lula;NE
2013;BA;;;No one;Major;Local Government;Federal Government;1.0;1.0;0.0;2.0;1.0;1.0;0.9080909963310192;-1.5284583494999244;-1.2583803785630037;-0.4450472632250858;1;1;;NE
2013;BA;Decentralist;Localist;Major;Governor;Federal Government;Federal Government;0.0;0.0;3.0;3.0;3.0;1.0;-0.9293589982298828;-0.7466075931517427;-0.0196621934150469;-0.3497435163676134;0;0;PT/Lula;NE
2013;BA;Decentralist;Localist;Major;President;Federal Government;Local Government;1.0;3.0;3.0;2.0;2.0;3.0;0.6546496177708947;0.8170939195446204;-0.0196621934150469;;0;0;PSDB/DEM;NE
2013;BA;Centralist;Centralist;President;No one;Federal Government;Local Government;0.0;0.0;0.0;1.0;1.0;1.0;-0.422476241109634;-0.7466075931517427;2.4577741768808665;;0;0;PT/Lula;NE
2013;BA;Decentralist;Localist;Major;President;Local Government;Federal Government;2.0;2.0;2.0;2.0;1.0;1.0;0.7180099624109259;1.598944675892802;-0.0196621934150469;0.9430725279598384;0;0;PSDB/DEM;NE
2013;BA;Decentralist;Decentralist;No one;President;Federal Government;Federal Government;0.0;0.0;1.0;1.0;1.0;2.0;-0.3591158964696029;0.8170939195446204;-0.0196621934150469;-0.3000198223550191;0;0;PSDB/DEM;NE
2013;BA;Centralist;Centralist;President;No one;State Government;State Government;2.0;2.0;1.0;3.0;1.0;3.0;-1.562962444630194;0.8170939195446204;-1.2583803785630037;0.0107532652236952;0;1;PT/Lula;NE
2013;BA;Decentralist;Localist;Major;President;Local Government;Federal Government;3.0;1.0;1.0;1.0;1.0;2.0;-0.8026383089498207;-0.7466075931517427;-0.0196621934150469;0.4706974348401925;0;1;;NE
2013;BA;;;No one;Major;Local Government;Federal Government;2.0;0.0;1.0;2.0;1.0;2.0;-1.3095210660700696;0.8170939195446204;2.4577741768808665;-0.446431239375103;1;1;PT/Lula;NE
2013;BA;Centralist;Centralist;President;Major;Federal Government;Federal Government;3.0;2.0;2.0;2.0;2.0;2.0;0.3378478945707391;-0.7466075931517427;1.2190559917329098;-0.6149365511014496;1;0;PT/Lula;NE
2013;BA;Centralist;Centralist;President;Major;Local Government;Federal Government;1.0;1.0;1.0;1.0;2.0;1.0;-0.422476241109634;0.0352431631964388;-2.4970985637109604;-0.0514013522920476;0;0;PT/Lula;NE
2013;BA;Status Quo;Status Quo;No one;No one;Federal Government;Federal Government;1.0;1.0;1.0;2.0;2.0;2.0;-0.2323952071895407;0.8170939195446204;-0.0196621934150469;-0.3000198223550191;0;1;PT/Lula;NE
2013;BA;Decentralist;Localist;Major;No one;Local Government;Federal Government;1.0;2.0;3.0;2.0;3.0;2.0;-1.626322789270225;0.8170939195446204;-0.0196621934150469;-0.0928377639692095;1;0;;NE
2013;BA;Centralist;Centralist;President;Governor;All Levels;All Levels;0.0;1.0;1.0;2.0;1.0;1.0;-0.8026383089498207;0.8170939195446204;-0.0196621934150469;-0.5900747040951525;1;0;PT/Lula;NE
2013;BA;Status Quo;Status Quo;No one;No one;State Government;Federal Government;2.0;1.0;1.0;3.0;1.0;1.0;0.274487549930708;0.8170939195446204;-0.0196621934150469;-0.6480856804431792;0;1;PT/Lula;NE
2013;BA;Centralist;Centralist;President;Major;Local Government;Local Government;3.0;3.0;3.0;3.0;1.0;1.0;0.0210461713705836;-1.5284583494999244;-0.0196621934150469;-0.664660245114044;1;0;PT/Lula;NE
2013;BA;Status Quo;Status Quo;No one;No one;Federal Government;Federal Government;2.0;1.0;2.0;2.0;2.0;1.0;-1.499602099990163;0.8170939195446204;-0.0196621934150469;;1;0;PT/Lula;NE
2013;BA;;;All;No one;Federal Government;Federal Government;1.0;0.0;0.0;2.0;1.0;1.0;1.414973753451268;-0.7466075931517427;-0.0196621934150469;-0.4036108515479239;1;0;;NE
2013;BA;Decentralist;Localist;Major;President;State Government;Federal Government;0.0;1.0;1.0;2.0;1.0;2.0;1.3516134088112368;-0.7466075931517427;-1.2583803785630037;;0;0;PT/Lula;NE
2013;BA;Status Quo;Status Quo;No one;No one;Federal Government;Federal Government;2.0;2.0;2.0;3.0;2.0;3.0;-1.3728814107101006;-0.7466075931517427;-1.2583803785630037;-0.5693564982565715;1;1;PT/Lula;NE
2013;BA;Decentralist;Localist;Major;Governor;Federal Government;Federal Government;3.0;1.0;1.0;2.0;1.0;1.0;-0.2323952071895407;0.0352431631964388;-0.0196621934150469;-0.5279200865794097;0;1;PT/Lula;NE
2013;BA;Decentralist;Regionalist;Governor;Major;Local Government;State Government;3.0;2.0;2.0;1.0;1.0;1.0;1.2248927195311747;-1.5284583494999244;-0.0196621934150469;-0.6315111157723144;0;1;PT/Lula;NE
